pair,universe_mode,peer_group,ticker_y,ticker_x,stage,hedge_mode,entry_threshold,exit_threshold,stop_threshold,max_holding_period,zscore_window,use_volatility_filter,volatility_percentile,cooldown_days,stability_score,training_score,training_candidate_pass,validation_total_return,validation_sharpe,validation_max_drawdown,validation_volatility,validation_profit_factor,validation_trades,validation_turnover,validation_average_holding_period,validation_win_rate,robust_score,weight,segment,train_start,train_end,validation_start,validation_end,test_start,test_end,train_observations,validation_observations,test_observations
ADSK/INTU,stock_peer_groups,enterprise_software,INTU,ADSK,refinement,kalman,2.0,0.0,3.5,20,35,False,0.9,0,0.708121426208337,1.0255432128682718,True,-0.0218951761570495,-0.4992320938726116,-0.0736805601118549,0.0867551467678726,0.8317643733653178,4.0,8.0,20.0,0.25,1.0255432128682718,0.25,16,2019-01-04,2021-01-04,2021-01-05,2021-07-06,2021-07-07,2021-10-04,504,126,63
AXP/COF,stock_peer_groups,payments_credit,AXP,COF,refinement,kalman,2.0,0.0,3.5,20,21,False,0.9,0,0.8760770459984969,0.975895352134286,True,-0.0249832192826112,-0.7716136594468748,-0.046998702988897,0.0639468686374345,0.1126128957809571,2.0,4.0,20.0,0.5,0.975895352134286,0.25,16,2019-01-04,2021-01-04,2021-01-05,2021-07-06,2021-07-07,2021-10-04,504,126,63
COST/WMT,stock_peer_groups,big_box_retail,WMT,COST,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.9691990680706996,1.16005706913341,True,0.0035753902030768,0.1354647730019493,-0.0219455291541801,0.0528813776638067,1.2708326138341148,4.0,7.0,16.5,0.5,1.16005706913341,0.25,17,2019-04-05,2021-04-06,2021-04-07,2021-10-04,2021-10-05,2022-01-03,504,126,63
AXP/COF,stock_peer_groups,payments_credit,AXP,COF,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.9045677550218808,1.124612147539977,True,-0.1206488466329851,-3.812858586559875,-0.1219908588118572,0.0594675999449213,0.0,3.0,6.0,20.0,0.0,1.124612147539977,0.25,17,2019-04-05,2021-04-06,2021-04-07,2021-10-04,2021-10-05,2022-01-03,504,126,63
ADI/MCHP,stock_peer_groups,semiconductors,ADI,MCHP,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.8130697053085971,1.0495030763914692,True,-0.0344394677345037,-0.9825514056892906,-0.0693882980545225,0.0688949790710268,0.4447939332532973,4.0,7.0,19.25,0.25,1.0495030763914692,0.25,17,2019-04-05,2021-04-06,2021-04-07,2021-10-04,2021-10-05,2022-01-03,504,126,63
HD/LOW,stock_peer_groups,home_improvement,HD,LOW,refinement,kalman,2.0,0.0,3.5,20,31,False,0.9,0,0.7326695091053913,0.9656477770054662,True,-0.0123531844413313,-0.6796721931434577,-0.0376430400312248,0.0361258971082235,0.5299331941411748,3.0,6.0,20.0,0.3333333333333333,0.9656477770054662,0.25,17,2019-04-05,2021-04-06,2021-04-07,2021-10-04,2021-10-05,2022-01-03,504,126,63
CSX/UNP,stock_peer_groups,railroads,UNP,CSX,refinement,kalman,2.0,0.0,3.5,20,24,False,0.9,0,0.8251752277912353,1.1757372365882908,True,0.0048188569294207,0.264721599462065,-0.0280064785307904,0.0364946995658063,2.141481305129816,3.0,6.0,20.0,0.6666666666666666,1.1757372365882908,0.25,18,2019-07-08,2021-07-06,2021-07-07,2022-01-03,2022-01-04,2022-04-04,504,126,63
NXPI/TXN,stock_peer_groups,semiconductors,TXN,NXPI,refinement,kalman,2.0,0.0,3.5,20,28,False,0.9,0,0.724604842632812,1.103320148074125,True,-0.0097787995569883,-0.2570669902115861,-0.0583373240513196,0.0757077918762818,0.7446328061525301,4.0,8.0,13.5,0.5,1.103320148074125,0.25,18,2019-07-08,2021-07-06,2021-07-07,2022-01-03,2022-01-04,2022-04-04,504,126,63
CAT/DE,stock_peer_groups,industrial_machinery,CAT,DE,refinement,kalman,2.0,0.0,3.5,20,25,False,0.9,0,0.8938335024137791,1.0138708652538302,True,0.050910157593291,1.7690430098652477,-0.0236847753250625,0.0590218320020999,5.605265718653448,3.0,6.0,20.0,0.6666666666666666,1.0138708652538302,0.25,18,2019-07-08,2021-07-06,2021-07-07,2022-01-03,2022-01-04,2022-04-04,504,126,63
AXP/COF,stock_peer_groups,payments_credit,AXP,COF,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.9042271617854134,1.0001125116928384,True,-0.0238665755296639,-0.6099111808792059,-0.1125551560231471,0.0773285342364556,0.7742763787844708,4.0,8.0,20.0,0.5,1.0001125116928384,0.25,18,2019-07-08,2021-07-06,2021-07-07,2022-01-03,2022-01-04,2022-04-04,504,126,63
NXPI/TXN,stock_peer_groups,semiconductors,TXN,NXPI,refinement,kalman,2.0,0.0,3.5,20,26,False,0.9,0,0.8202617141338072,1.0257154424239046,True,-0.0266718628352987,-0.5934767346974973,-0.0582643927346328,0.0886847526218864,0.2394605882184575,4.0,7.0,13.5,0.5,1.0257154424239046,0.25,19,2019-10-04,2021-10-04,2021-10-05,2022-04-04,2022-04-05,2022-07-06,504,126,63
ABBV/JNJ,stock_peer_groups,large_pharma,JNJ,ABBV,refinement,kalman,2.0,0.0,3.5,20,23,False,0.9,0,0.7815130305028086,0.9617460240710292,True,0.0704549267681753,2.291945777251367,-0.0204590285383843,0.0636462483930137,14.266816686852012,4.0,8.0,20.0,0.5,0.9617460240710292,0.25,19,2019-10-04,2021-10-04,2021-10-05,2022-04-04,2022-04-05,2022-07-06,504,126,63
NSC/UNP,stock_peer_groups,railroads,UNP,NSC,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.8266994018939386,0.9590550486175532,True,-0.0180618681878337,-0.6752587697065064,-0.0516111294840118,0.0530130179705652,0.6420444243035341,4.0,8.0,20.0,0.25,0.9590550486175532,0.25,19,2019-10-04,2021-10-04,2021-10-05,2022-04-04,2022-04-05,2022-07-06,504,126,63
GS/STT,stock_peer_groups,capital_markets,GS,STT,refinement,kalman,2.0,0.0,3.5,20,33,False,0.9,0,0.9641158120680676,0.947817926403654,True,-0.0132402055126691,-0.2922002519216101,-0.0715763069502624,0.0900242481323305,0.7688657364379857,3.0,6.0,20.0,0.6666666666666666,0.947817926403654,0.25,19,2019-10-04,2021-10-04,2021-10-05,2022-04-04,2022-04-05,2022-07-06,504,126,63
MA/SYF,stock_peer_groups,payments_credit,MA,SYF,refinement,kalman,2.0,0.0,3.5,20,23,False,0.9,0,0.7094290198112299,1.088084604836014,True,0.2392953017727188,2.8065617899926294,-0.0804054387288838,0.1909285756353654,5.0,5.0,9.0,17.8,1.0,1.088084604836014,0.25,20,2020-01-06,2022-01-03,2022-01-04,2022-07-06,2022-07-07,2022-10-04,504,126,63
JNJ/LLY,stock_peer_groups,large_pharma,JNJ,LLY,refinement,kalman,2.0,0.0,3.5,20,28,False,0.9,0,0.6698505379311133,0.9938417138287918,True,0.0866001720999769,2.3282683485269686,-0.0411571609254267,0.0776113003133953,5.0,4.0,7.0,17.0,1.0,0.9938417138287918,0.25,20,2020-01-06,2022-01-03,2022-01-04,2022-07-06,2022-07-07,2022-10-04,504,126,63
CAT/DE,stock_peer_groups,industrial_machinery,CAT,DE,refinement,kalman,2.0,0.0,3.5,20,25,False,0.9,0,0.8122961130466919,0.9457738854159022,True,-0.0805769869359053,-1.3082927647229583,-0.1335751872522914,0.1182161418441326,0.2320401942224786,4.0,8.0,15.5,0.25,0.9457738854159022,0.25,20,2020-01-06,2022-01-03,2022-01-04,2022-07-06,2022-07-07,2022-10-04,504,126,63
NXPI/TXN,stock_peer_groups,semiconductors,TXN,NXPI,refinement,kalman,2.0,0.0,3.5,20,23,False,0.9,0,0.729056979282046,0.8875438120761552,True,0.0187767986570122,0.436207689917556,-0.0633574339998386,0.0868993517491514,2.115014624281775,3.0,5.0,19.0,0.6666666666666666,0.8875438120761552,0.25,20,2020-01-06,2022-01-03,2022-01-04,2022-07-06,2022-07-07,2022-10-04,504,126,63
MA/SYF,stock_peer_groups,payments_credit,MA,SYF,refinement,kalman,2.0,0.0,3.5,20,23,False,0.9,0,0.7686981545651987,1.1017952352805285,True,0.0459280994159614,0.7551294330860129,-0.0803464636577806,0.1244364012721274,2.5045239669126484,4.0,7.0,18.25,0.5,1.1017952352805285,0.25,21,2020-04-06,2022-04-04,2022-04-05,2022-10-04,2022-10-05,2023-01-04,504,126,63
COF/V,stock_peer_groups,payments_credit,V,COF,refinement,kalman,2.0,0.0,3.5,20,24,False,0.9,0,0.7626520674631306,1.0659537789866906,True,0.0481034390221333,0.7989320000149678,-0.0630009773512034,0.1233156500029753,3.7051405679661062,3.0,6.0,20.0,0.6666666666666666,1.0659537789866906,0.25,21,2020-04-06,2022-04-04,2022-04-05,2022-10-04,2022-10-05,2023-01-04,504,126,63
MS/STT,stock_peer_groups,capital_markets,MS,STT,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.8573729810085665,1.054124410383165,True,-0.0156618291576801,-0.4400878313118493,-0.040120232805087,0.0706185520516551,0.0,3.0,6.0,20.0,0.0,1.054124410383165,0.25,21,2020-04-06,2022-04-04,2022-04-05,2022-10-04,2022-10-05,2023-01-04,504,126,63
MSFT/ORCL,stock_peer_groups,enterprise_software,MSFT,ORCL,refinement,kalman,2.0,0.0,3.5,20,34,False,0.9,0,0.7146373142184428,0.9644971592249704,True,0.0486891343652973,0.8509215776019274,-0.0449997713045452,0.1172245517817864,4.102683114815103,3.0,5.0,18.33333333333333,0.6666666666666666,0.9644971592249704,0.25,21,2020-04-06,2022-04-04,2022-04-05,2022-10-04,2022-10-05,2023-01-04,504,126,63
JNJ/LLY,stock_peer_groups,large_pharma,JNJ,LLY,refinement,kalman,2.0,0.0,3.5,20,21,False,0.9,0,0.7587705411662887,1.0694472979515712,True,0.0181840191177538,0.5963533763706286,-0.0506599349046071,0.0615385076045489,1.9911531490250325,3.0,5.0,19.666666666666668,0.6666666666666666,1.0694472979515712,0.25,22,2020-07-07,2022-07-06,2022-07-07,2023-01-04,2023-01-05,2023-04-05,504,126,63
MSFT/ORCL,stock_peer_groups,enterprise_software,MSFT,ORCL,refinement,kalman,2.0,0.0,3.5,20,32,False,0.9,0,0.8057881281172783,0.9339337949377196,True,0.0124392408636377,0.2142973702542562,-0.0882036665005943,0.11681532260913,5.0,2.0,4.0,20.0,1.0,0.9339337949377196,0.25,22,2020-07-07,2022-07-06,2022-07-07,2023-01-04,2023-01-05,2023-04-05,504,126,63
ADI/TXN,stock_peer_groups,semiconductors,TXN,ADI,refinement,kalman,2.0,0.0,3.5,20,39,False,0.9,0,0.7246189903335414,0.7718243837836136,True,-0.0219813924161267,-0.999030144826164,-0.0429986985214314,0.0435218130752874,0.0,2.0,4.0,20.0,0.0,0.7718243837836136,0.25,22,2020-07-07,2022-07-06,2022-07-07,2023-01-04,2023-01-05,2023-04-05,504,126,63
BJ/COST,stock_peer_groups,big_box_retail,COST,BJ,refinement,kalman,2.0,0.0,3.5,20,21,False,0.9,0,0.754705433056155,0.6665401921348503,True,-0.1020742097313988,-1.995860774504772,-0.1230115476674167,0.0970655256344609,0.0,3.0,6.0,20.0,0.0,0.6665401921348503,0.25,22,2020-07-07,2022-07-06,2022-07-07,2023-01-04,2023-01-05,2023-04-05,504,126,63
MSFT/ORCL,stock_peer_groups,enterprise_software,MSFT,ORCL,refinement,kalman,2.0,0.0,3.5,20,33,False,0.9,0,0.7223594876456335,0.9744293272551144,True,0.096722007451655,1.362274528467619,-0.0548423150007908,0.1488680566147784,5.0,4.0,7.0,18.5,1.0,0.9744293272551144,0.3333333333333333,23,2020-10-05,2022-10-04,2022-10-05,2023-04-05,2023-04-06,2023-07-07,504,126,63
NXPI/TXN,stock_peer_groups,semiconductors,TXN,NXPI,refinement,kalman,2.0,0.0,3.5,20,25,False,0.9,0,0.7007388688778043,0.836491924182613,True,0.0080999518013917,0.2422762474213557,-0.0389250748810439,0.0671362256725075,1.550878320645589,3.0,5.0,16.0,0.3333333333333333,0.836491924182613,0.3333333333333333,23,2020-10-05,2022-10-04,2022-10-05,2023-04-05,2023-04-06,2023-07-07,504,126,63
EDV/TLT,etf_peer_groups,long_treasuries,TLT,EDV,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.7591543624208094,0.6466543624208093,True,0.0058057330052143,1.2099750167146248,-0.0042000222769049,0.0096243082586746,5.0,2.0,3.0,14.5,1.0,0.6466543624208093,0.3333333333333333,23,2020-10-05,2022-10-04,2022-10-05,2023-04-05,2023-04-06,2023-07-07,504,126,63
ABBV/JNJ,stock_peer_groups,large_pharma,JNJ,ABBV,refinement,kalman,2.0,0.0,3.5,20,21,False,0.9,0,0.7507388748406907,1.1382692225383733,True,-0.1197976087290719,-3.221025455531067,-0.1269344343649834,0.0699292053138409,0.0587731374719538,5.0,9.0,12.2,0.2,1.1382692225383733,0.5,24,2021-01-05,2023-01-04,2023-01-05,2023-07-07,2023-07-10,2023-10-05,504,126,63
EDV/TLT,etf_peer_groups,long_treasuries,TLT,EDV,refinement,kalman,2.0,0.0,3.5,20,20,False,0.9,0,0.7587992995119854,0.6337992995119854,True,-0.0017683765171502,-0.7378494000461427,-0.0043715861254292,0.0047890882320606,0.0,2.0,3.0,14.0,0.0,0.6337992995119854,0.5,24,2021-01-05,2023-01-04,2023-01-05,2023-07-07,2023-07-10,2023-10-05,504,126,63
MS/STT,stock_peer_groups,capital_markets,MS,STT,refinement,kalman,2.0,0.0,3.5,20,31,False,0.9,0,0.7864992801096282,1.176748775981009,True,0.0828581495983555,2.219635065908597,-0.0410468063915775,0.077752318298742,5.0,4.0,7.0,19.0,1.0,1.176748775981009,0.3333333333333333,25,2021-04-07,2023-04-05,2023-04-06,2023-10-05,2023-10-06,2024-01-05,504,126,63
IEMG/VWO,etf_peer_groups,emerging_markets,VWO,IEMG,refinement,kalman,2.0,0.0,3.5,20,27,False,0.9,0,0.8411031179841918,0.7457538246422016,True,-0.0081356702484487,-2.0928791037506,-0.011041548894313,0.0077429944890104,0.0,5.0,9.0,17.4,0.0,0.7457538246422016,0.3333333333333333,25,2021-04-07,2023-04-05,2023-04-06,2023-10-05,2023-10-06,2024-01-05,504,126,63
ADBE/NOW,stock_peer_groups,enterprise_software,ADBE,NOW,refinement,kalman,2.0,0.0,3.5,20,35,False,0.9,0,0.6740506714707964,0.7186419393486789,True,0.0690484910940891,1.501815081545707,-0.0403760915973056,0.0951280074797948,5.0,3.0,5.0,18.0,1.0,0.7186419393486789,0.3333333333333333,25,2021-04-07,2023-04-05,2023-04-06,2023-10-05,2023-10-06,2024-01-05,504,126,63
MS/STT,stock_peer_groups,capital_markets,MS,STT,refinement,kalman,2.0,0.0,3.5,20,22,False,0.9,0,0.8856036766048497,1.0990338047667167,True,0.055362737357709,1.2550905319417105,-0.0503330265009963,0.0906631868436733,4.846826393385111,4.0,7.0,18.5,0.75,1.0990338047667167,0.3333333333333333,26,2021-07-07,2023-07-07,2023-07-10,2024-01-05,2024-01-08,2024-04-08,504,126,63
CRM/NOW,stock_peer_groups,enterprise_software,CRM,NOW,refinement,kalman,2.0,0.0,3.5,20,26,False,0.9,0,0.8184740550144616,0.9082915230797398,True,0.0726004434774141,1.793048605808408,-0.0365028937492691,0.0839194826400728,129.0972740095945,4.0,8.0,20.0,0.75,0.9082915230797398,0.3333333333333333,26,2021-07-07,2023-07-07,2023-07-10,2024-01-05,2024-01-08,2024-04-08,504,126,63
GOVT/IEI,etf_peer_groups,intermediate_treasuries,IEI,GOVT,refinement,kalman,2.0,0.0,3.5,20,26,False,0.9,0,0.7557269136879989,0.6597261318836685,True,-0.0148049409147925,-3.0132619150380067,-0.0185892616878641,0.0097537805815741,0.0526623584078233,4.0,7.0,18.5,0.25,0.6597261318836685,0.3333333333333333,26,2021-07-07,2023-07-07,2023-07-10,2024-01-05,2024-01-08,2024-04-08,504,126,63
MS/STT,stock_peer_groups,capital_markets,MS,STT,refinement,kalman,2.0,0.0,3.5,20,22,False,0.9,0,0.8811545363160908,1.294408596657467,True,0.0697964869212985,2.206857082942248,-0.0222637048440649,0.065461657914226,5.0,3.0,6.0,20.0,1.0,1.294408596657467,0.25,27,2021-10-05,2023-10-05,2023-10-06,2024-04-08,2024-04-09,2024-07-09,504,126,63
META/MSFT,stock_peer_groups,mega_cap_platforms,MSFT,META,refinement,kalman,2.0,0.0,3.5,20,21,False,0.9,0,0.8129925165177392,1.175388485712829,True,0.0052141312827735,0.1244576455731235,-0.0393660072902657,0.0840080951430029,1.214659183680395,3.0,5.0,17.333333333333332,0.3333333333333333,1.175388485712829,0.25,27,2021-10-05,2023-10-05,2023-10-06,2024-04-08,2024-04-09,2024-07-09,504,126,63
ADBE/NOW,stock_peer_groups,enterprise_software,ADBE,NOW,refinement,kalman,2.0,0.0,3.5,20,21,False,0.9,0,0.8889299501223086,1.052026153791613,True,-0.0868594961269152,-1.2804989243932603,-0.123891928268611,0.1297731821720563,0.0,4.0,8.0,20.0,0.0,1.052026153791613,0.25,27,2021-10-05,2023-10-05,2023-10-06,2024-04-08,2024-04-09,2024-07-09,504,126,63
CNC/CVS,stock_peer_groups,managed_care,CVS,CNC,refinement,kalman,2.0,0.0,3.5,20,35,False,0.9,0,0.7851775703576862,0.7858433151888216,True,0.0277235053578714,0.5197866005585319,-0.0729185068459482,0.108151313259451,1.817282073863059,4.0,7.0,19.0,0.75,0.7858433151888216,0.25,27,2021-10-05,2023-10-05,2023-10-06,2024-04-08,2024-04-09,2024-07-09,504,126,63
MS/STT,stock_peer_groups,capital_markets,MS,STT,refinement,kalman,2.0,0.0,3.5,20,28,False,0.9,0,0.8756409835972324,1.141014246792406,True,0.0728647540656517,2.0629931060901727,-0.0290657020521682,0.0732134198948454,10.950323121694774,4.0,8.0,20.0,0.75,1.141014246792406,0.25,28,2022-01-04,2024-01-05,2024-01-08,2024-07-09,2024-07-10,2024-10-07,504,126,63
META/MSFT,stock_peer_groups,mega_cap_platforms,MSFT,META,refinement,kalman,2.0,0.0,3.5,20,28,False,0.9,0,0.7345035873816655,1.1315621121632589,True,0.1192295142551671,2.534863402663801,-0.0322191199746126,0.0996798112728008,20.44067204890332,5.0,10.0,18.8,0.8,1.1315621121632589,0.25,28,2022-01-04,2024-01-05,2024-01-08,2024-07-09,2024-07-10,2024-10-07,504,126,63
INTC/MU,stock_peer_groups,semiconductors,INTC,MU,refinement,kalman,2.0,0.0,3.5,20,38,False,0.9,0,0.7051013970965188,0.8711248769059119,True,-0.114196457497295,-1.5851481540184376,-0.1544338185778998,0.1358561239488745,0.0,2.0,4.0,15.5,0.0,0.8711248769059119,0.25,28,2022-01-04,2024-01-05,2024-01-08,2024-07-09,2024-07-10,2024-10-07,504,126,63
INTU/NOW,stock_peer_groups,enterprise_software,INTU,NOW,refinement,kalman,2.0,0.0,3.5,20,35,False,0.9,0,0.7090352565733271,0.8492560861348906,True,0.0004596306573649,0.0113048106263202,-0.053493455888544,0.0813346287226114,1.046634718114345,3.0,6.0,20.0,0.6666666666666666,0.8492560861348906,0.25,28,2022-01-04,2024-01-05,2024-01-08,2024-07-09,2024-07-10,2024-10-07,504,126,63
MS/STT,stock_peer_groups,capital_markets,MS,STT,refinement,kalman,2.0,0.0,3.5,20,23,False,0.9,0,0.9436550159587792,1.1419092164197473,True,0.0208775514027184,0.4477703469260733,-0.0539891810914516,0.0942245846507021,1.3711682426025635,5.0,9.0,18.2,0.6,1.1419092164197473,0.25,29,2022-04-05,2024-04-08,2024-04-09,2024-10-07,2024-10-08,2024-12-31,504,126,59
META/MSFT,stock_peer_groups,mega_cap_platforms,MSFT,META,refinement,kalman,2.0,0.0,3.5,20,25,False,0.9,0,0.7283346663374557,1.108741208465173,True,0.0877053952240558,2.1504033266876954,-0.0689841852332716,0.0851482252315691,3.420217181833735,4.0,7.0,19.75,0.75,1.108741208465173,0.25,29,2022-04-05,2024-04-08,2024-04-09,2024-10-07,2024-10-08,2024-12-31,504,126,59
IEMG/VWO,etf_peer_groups,emerging_markets,VWO,IEMG,refinement,kalman,2.0,0.0,3.5,20,23,False,0.9,0,0.8467051281839812,0.7496381480207611,True,-0.0141007559633716,-2.4046943382601405,-0.0141007559633716,0.0116450062540029,0.0439337002890494,6.0,11.0,18.166666666666668,0.1666666666666666,0.7496381480207611,0.25,29,2022-04-05,2024-04-08,2024-04-09,2024-10-07,2024-10-08,2024-12-31,504,126,59
IEFA/VEA,etf_peer_groups,developed_international,VEA,IEFA,refinement,kalman,2.0,0.0,3.5,20,38,False,0.9,0,0.8441629148257914,0.7441629148257913,True,-0.0102895853554088,-3.878840581931236,-0.0102895853554088,0.0052781996866285,0.0,4.0,8.0,15.5,0.0,0.7441629148257913,0.25,29,2022-04-05,2024-04-08,2024-04-09,2024-10-07,2024-10-08,2024-12-31,504,126,59
